BAPID,Name,Standard,Std,F_type,Species ,Star_Stat,Country,Company ,Parent_Company ,latitude,longitude,Expiration,Language_Pref,M_tons_2015,Hatch_Output,Mill_Output,2015_CB,2015_Aud,2015_Min_N,2015_Maj_N,2015_Crt_N,M_tons_2016,2016_Aud,2016_Min_N,2016_Maj_N,2016_Crt_N
P10331,The New Zealand King Salmon Co. - PH 157,Seafood Processing Plant Standard,3,Plant,Salmon,3,New Zealand,New Zealand King Salmon,New Zealand King Salmon,-41.29265556,173.2439056,7/7/17,TBD,6026.7,,,Global Trust,David O'Sullivan,3,0,0,,,,,
P10333,Liangjiang Hongyi Aquatic Products Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,4,China,Liangjiang Hongyi Aquatic Products Ltd.,Liangjiang Hongyi Aquatic Products Ltd.,21.46830973,109.7970416,2/5/17,TBD,1200,,,SGS China,Amelink Wang,16,5,0,,,,,
P10337,"PT. Sekar Bumi, Tbk",Seafood Processing Plant Standard,3,Plant,Shrimp,2,Indonesia,"PT. Sekar Bumi, Tbk","PT. Sekar Bumi, Tbk",-7.4396,112.72164,3/5/17,TBD,6040.24,,,SGS India Pvt. Ltd.,Wawan Somala,6,1,0,,,,,
P10338,Congelados y Conservas Fitz Roy S.A.,Seafood Processing Plant Standard,3,Plant,Salmon,4,Chile,Australis Mar S.A.,Australis Mar S.A.,-41.78069444,-73.13383333,4/3/18,TBD,18131,,,NSF International,Guillermo Schillings,5,0,0,,,,,
P10341,Planta Chincui,Seafood Processing Plant Standard,3,Plant,Salmon,4,Chile,Productos del Mar Ventisqueros S.A. ,Ventisqueros S.A.,-41.51748611,-73.04160833,10/3/17,TBD,,,,NSF International,Dennys Romo,11,2,0,,,,,
P10342,Acuagranjas Dos Lagos S.A. DE CV Planta de Procesos Amachohite,Seafood Processing Plant Standard,3,Plant,Tilapia,3,Mexico,Acuagranjas Dos Lagos,Acuagranjas Dos Lagos,17.51980556,-93.49083333,7/15/17,TBD,6898.63,,,NSF International,Ralph Parkman,10,1,0,,,,,
P10343,Zhanjiang Jiayang Foods Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,4,China,Zhanjiang Jiayang Foods Co. Ltd.,Zhanjiang Jiayang Foods Co. Ltd.,21.2709983,110.1759037,6/3/17,TBD,1687.53,,,NSF International,Yaddo Chen,9,1,0,,,,,
P10345,Planta De Procesos Quellon,Seafood Processing Plant Standard,3,Plant,Salmon,4,Chile,Exportadora Los Fiordos Ltd.,Agrosuper,-43.11639,-73.57178,7/18/17,TBD,48546,,,Global Trust,Conrad Powell,0,0,0,,,,,
P10347,Nova Austral S.A.,Seafood Processing Plant Standard,3,Plant,Salmon,1,Chile,Pesca Nova,Pesca Nova,-53.30192778,-70.36443333,6/27/17,TBD,13919.8,,,Global Trust,Ralph Parkman,4,0,0,,,,,
P10348,Guangdong Gourmet Aquatic Products Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp/Tilapia/Golden Pompa,4,China,Guangdong Gourmet Aquatic Products Co. Ltd.,Guangdong Gourmet Aquatic Products Co. Ltd.,21.43410291,110.8408074,9/21/17,TBD,7488.58,,,NSF International,Shuli Zhang,8,0,0,,,,,
P10350,Hoang Long Seafood Processing Group,Seafood Processing Plant Standard,3,Plant,Shrimp/Tilapia,3,Vietnam,Hoang Long Seafood Processing Group,Hoang Long Seafood Processing Co. ,10.66965006,105.5853948,10/23/17,TBD,2900,,,Bureau Veritas Certification Vietnam,Huynh Thien Khiem,12,0,0,,,,,
P10351,Belize Aquaculture Ltd. ,Seafood Processing Plant Standard,3,Plant,Shrimp,3,Belize,Belize Aquaculture Ltd. ,Belize Aquaculture Ltd. ,16.670304,-88.390055,8/30/17,TBD,1286.4,,,Global Trust,Conrad Powell,1,0,0,,,,,
P10352,Kalyan Aqau and Marine Exports India Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,2,India,Kalyan Aqau and Marine Exports India Pvt. Ltd.,Kalyan Aqau and Marine Exports India Pvt. Ltd.,15.648355,80.019717,8/13/17,TBD,1600,,,SGS India Pvt. Ltd.,Mujibar Rahaman,9,1,0,,,,,
P10353,Asvini Fisheries Ltd,Seafood Processing Plant Standard,3,Plant,Shrimp,3,India,Asvini Fisheries Private Ltd.,Asvini Fisheries Private Ltd.,16.51099314,81.52342601,5/9/17,TBD,3297.85,,,SGS India Pvt. Ltd.,Mayuresh Apte,3,0,0,,,,,
P10354,Theva & Co.,Seafood Processing Plant Standard,3,Plant,Shrimp,2,India,Theva & Co.,Theva & Co.,8.817508333,78.14820278,7/3/17,TBD,1120,,,SGS India Pvt. Ltd.,Mujibar Rahaman,8,2,0,,,,,
P10355,An Phu Seafood Corp.,Seafood Processing Plant Standard,3,Plant,Shrimp/Pangasius,1,Vietnam,An Phu Seafood Corp.,An Phu Seafood Corp.,10.26479595,105.863378,4/10/17,TBD,1491,,,SGS India Pvt. Ltd.,Bui Quang,9,2,0,,,,,
P10357,Hainan Allied Pacific Biotech Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,4,China,Hainan Allied Pacific Biotech Co. Ltd.,Hainan Allied Pacific Biotech Co. Ltd.,19.94526667,110.1032556,8/27/17,TBD,,,,,,,,,,,,,
P10360,Port Hardy ,Seafood Processing Plant Standard,3,Plant,Salmon,4,Canada,Marine Harvest- Canada,Marine Harvest,50.721292,-127.468388,7/1/17,TBD,36096.8,,,Global Trust,Conrad Powell,1,1,0,,,,,
P10362,PT. Indokom Samurda Persada,Seafood Processing Plant Standard,3,Plant,Shrimp,4,Indonesia,PT. Indokom Samurda Persada,PT. Indokom Samurda Persada,-5.40275,105.36188,7/10/17,TBD,1331.83,,,SGS India Pvt. Ltd.,Wawan Somala,9,2,0,,,,,
P10366,Sagar Grandhi Exports Ltd. Unit II,Seafood Processing Plant Standard,3,Plant,Shrimp,3,India,Sagar Grandhi Exports Ltd.,Sagar Grandhi Exports Ltd.,14.1463268,79.8503807,6/26/17,TBD,2540,,,SGS India Pvt. Ltd.,Mayuresh Apte,6,0,0,,,,,
P10367,Kuliarcar Sea Foods Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,2,Bangladesh,Kuliarcar Sea Foods Ltd.,Kuliarcar Sea Foods Ltd.,21.42023956,92.02853065,12/16/17,TBD,1215.17,,,SGS India Pvt. Ltd.,Mujibar Rahaman,8,2,0,,,,,
P10368,Vinh Hoan Co. (DL 147),Seafood Processing Plant Standard,3,Plant,Pangasius,4,Vietnam,Vinh Hoan Corporation,Vinh Hoan Corporation,10.5031696,105.5651276,11/15/17,TBD,53200,,,NSF International,Son Nguyen,2,1,0,,,,,
P10372,Ananda Enterprises (India) Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,4,India,Ananda Enterprises (India) Pvt. Ltd.,Ananda Enterprises (India) Pvt. Ltd.,16.57973131,81.54112301,11/19/17,TBD,618,,,NSF International,Mohan Varadhan,7,0,0,,,,,
P10374,Naik Frozen Foods Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Naik Frozen Foods Pvt. Ltd.,Naik Frozen Foods Pvt. Ltd.,18.936188,72.837586,11/27/17,TBD,498.874,,,SGS India Pvt. Ltd.,Mujibar Rahaman,6,1,0,,,,,
P10375,Agroindustrial Santa Cruz Ltda.,Seafood Processing Plant Standard,3,Plant,Salmon,1,Chile,Agroindustrial Santa Cruz Ltda.,Agroindustrial Santa Cruz Ltda.,-41.51368855,-73.02956657,7/15/17,TBD,21775,,,NSF International,Guillermo Schillings,4,0,0,,,,,
P10376,PT. Satu Tiga Enam Delapan,Seafood Processing Plant Standard,3,Plant,Shrimp,3,Indonesia,PT. Satu Tiga Enam Delapan,PT. Satu Tiga Enam Delapan,-8.18153451,114.3822297,10/3/17,TBD,1488.96872,,,NSF International,Yaddo Chen,19,4,0,,,,,
P10379,Jagadeesh Marine Exports,Seafood Processing Plant Standard,4,Plant,Shrimp,,India,Jagadeesh Marine Exports,Jagadeesh Marine Exports,16.52500833,81.51054167,8/7/18,,,,,,,,,,,,,,
P10383,Heartland Catfish Co.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,United States,Heartland Catfish Co.,Heartland Catfish Co.,33.53008902,-90.29746728,10/22/17,TBD,12173,,,Global Trust,R C Ewing ,20,0,0,,,,,
P10384,Salmones Pacific Star S.A.,Seafood Processing Plant Standard,3,Plant,Salmon,1,Chile,Salmones Pacific Star S.A.,Salmones Pacific Star S.A.,-43.11842753,-73.58274536,8/12/17,TBD,3407.51,,,NSF International,Marco Daza,7,1,0,,,,,
P10387,Seavina Joint Stock Co.,Seafood Processing Plant Standard,3,Plant,Shrimp/Pangasius,4,Vietnam,Seavina Joint Stock Co.,Seavina Joint Stock Co.,10.29643405,104.5549004,2/6/17,TBD,1943.3,,,SGS Vietnam,Bui Quang,7,2,0,,,,,
P10390,Kay Kay Exports,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Kay Kay Exports,Kay Kay Exports,9.881896043,76.26273399,1/29/17,TBD,404.576,,,SGS India Pvt. Ltd.,Mujibar Rahaman,9,2,0,,,,,
P10391,Truchas Belmira S.A.S.,Seafood Processing Plant Standard,3,Plant,Rainbow Trout,2,Colombia,Truchas Belmira S.A.S.,Truchas Belmira S.A.S.,5.934572,-75.346473,1/31/17,TBD,537.1,,,Global Trust,Conrad Powell,4,1,0,,,,,
P10392,Camau Seafood Processing and Service JSC,Seafood Processing Plant Standard,3,Plant,Shrimp,2,Vietnam,Camau Seafood Processing and Service JSC,Camau Seafood Processing and Service JSC,9.163182423,105.1538051,10/8/17,TBD,4900,,,Bureau Veritas Certification Vietnam,Huynh Thien Khiem,13,2,0,,,,,
P10393,Blacks Harbour,Seafood Processing Plant Standard,3,Plant,Salmon,4,Canada,True North Salmon Co.,Cooke Aquaculture,45.05635607,-66.79111876,1/22/18,TBD,25339.24,,,Global Trust,R C Ewing ,9,0,0,,,,,
P10396,Thai Union  Seafood Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,4,Thailand,Thai Union  Seafood Co. Ltd.,Thai Union  Seafood Co. Ltd.,7.318368813,100.487266,1/10/18,TBD,8400,,,SGS Thailand,Chotiros Suttiruk,20,0,0,,,,,
P10397,The Waterbase Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,The Waterbase Ltd.,The Waterbase Ltd.,14.35394243,80.13766809,9/1/17,TBD,1242.425,,,SGS India Pvt. Ltd.,Mujibar Rahaman,8,0,0,,,,,
P10400,Zhanjiang Shuanghu Food Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,4,China,Zhanjiang Shuanghu Food Co. Ltd.,Zhanjiang Shuanghu Food Co. Ltd.,21.34046453,110.2319464,2/15/17,TBD,3064.2,,,SGS China,Amelink Wang,16,5,0,,,,,
P10401,Nila Sea Foods Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Nila Sea Foods Pvt. Ltd.,Nila Sea Foods Pvt. Ltd.,8.851568015,78.12137883,4/3/17,TBD,1475,,,SGS India Pvt. Ltd.,Mujibar Rahaman,12,0,0,,,,,
P10402,C.P. Vietnam Corp.,Seafood Processing Plant Standard,3,Plant,Shrimp,4,Vietnam,C.P. Vietnam Corp.,C.P. Vietnam Corp.,13.84897215,109.0742191,5/16/17,TBD,1665,,,SGS India Pvt. Ltd.,Bui Quang,6,1,0,,,,,
P10403,Hainan Jiadexin Foodstuff Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,4,China,Hainan Jiadexin Foodstuff Co. Ltd.,Hainan Jiadexin Foodstuff Co. Ltd.,19.98143056,110.4186306,5/26/17,TBD,8989.3,,,Global Trust,Shibiao Wang,10,0,0,,,,,
P10404,Green Seafood Ltd.,Seafood Processing Plant Standard,3,Plant,Mussels,1,Canada,Green Seafood Ltd.,Green Seafood Ltd.,47.95744135,-53.3310913,3/31/17,TBD,451.69,,,Global Trust,Conrad Powell,4,0,0,,,,,
P10407,Confederation Cove Mussel Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Mussels,1,Canada,Confederation Cove Mussel Co. Ltd.,Confederation Cove Mussel Co. Ltd.,46.24878336,-63.70318809,7/20/17,TBD,2954,,,Global Trust,R C Ewing ,12,0,0,,,,,
P10412,Zhongshan Dai Sing Frozen Food Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,1,China,Zhongshan Dai Sing Frozen Food Co. Ltd.,Zhongshan Dai Sing Frozen Food Co. Ltd.,22.56694444,113.3775,6/27/17,TBD,1700,,,NSF International,Yaddo Chen,12,1,0,,,,,
P10413,Seaprimexco Vietnam,Seafood Processing Plant Standard,3,Plant,Shrimp,2,Vietnam,Seaprimexco Vietnam,Seaprodex Minh Hai,9.168258036,105.1530274,8/15/17,TBD,1460,,,SGS Vietnam,Bui Quang,9,2,0,,,,,
P10415,Edhayam Frozen Foods PVt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Edhayam Frozen Foods PVt. Ltd.,Edhayam Frozen Foods PVt. Ltd.,8.76,78.07,8/7/17,TBD,897.853,,,SGS India Pvt. Ltd.,Mujibar Rahaman,10,2,0,,,,,
P10416,Yunnan Honghao Fisheries Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,3,China,Yunnan Honghao Fisheries Co. Ltd.,Yunnan Honghao Fisheries Co. Ltd.,23.62947838,105.6191469,7/4/17,TBD,2000,,,Bureau Veritas Certification Vietnam,Cai Zhanwen,16,0,0,,,,,
P10418,Comercial y Servicios Sur Austral Ltda,Seafood Processing Plant Standard,3,Plant,Salmon,1,Chile,Comercial y Servicios Sur Austral Ltda,Comercial y Servicios Sur Austral Ltda,-41.48368689,-72.84392037,6/26/17,TBD,11211.1,,,NSF International,Marco Daza,9,3,0,,,,,
P10419,Coastal Corp. Ltd. ( Unit II),Seafood Processing Plant Standard,3,Plant,Shrimp,,India,Coastal Corp. Ltd.,Coastal Corp. Ltd.,17.71247222,83.31578333,6/26/17,TBD,2897,,,SGS India Pvt. Ltd.,Gobinda Mitra,3,0,0,,,,,
P10421,Bagerhat Seafood Ind. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,Bangladesh,Bagerhat Seafood Ind. Ltd.,Bagerhat Seafood Ind. Ltd.,22.441935,89.383826,5/26/17,TBD,1329,,,SGS India Pvt. Ltd.,Mujibar Rahaman,5,1,0,,,,,
P10422,Rupsha Fish & Allied Ind. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,Bangladesh,Rupsha Fish & Allied Ind. Ltd.,Rupsha Fish & Allied Ind. Ltd.,22.71529006,89.64686594,5/26/17,TBD,1382.8,,,SGS India Pvt. Ltd.,Mujibar Rahaman,5,1,0,,,,,
P10423,Yeenin Frozen Foods Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,2,Thailand,Yeenin Frozen Foods Co. Ltd.,Yeenin Frozen Foods Co. Ltd.,12.65676228,101.5024712,11/1/17,TBD,131.323,,,NSF International,June Pongviratchai,13,4,0,,,,,
P10424,Guangxi Baijia Food Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,4,China,Guangxi Baijia Food Co. Ltd.,Guangxi Baijia Food Co. Ltd.,22.7837726,110.3198793,9/11/17,TBD,1456,,,SGS China,David Liu,7,1,0,,,,,
P10426,Gain Ocean Food Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,4,China,Gain Ocean Food Co. Ltd.,Gain Ocean Food Co. Ltd.,21.52480488,109.1957335,9/29/17,TBD,2990.5,,,NSF International,Yaddo Chen,14,0,0,,,,,
P10427,Visakhaptnam,Seafood Processing Plant Standard,3,Plant,Shrimp,4,India,Nekkanti Seafoods Ltd.,Nekkanti Seafoods Ltd.,17.712955,83.314966,8/22/17,TBD,1418,,,SGS India Pvt. Ltd.,Mujibar Rahaman,8,0,0,,,,,
P10429,Ngo Bros. Seaproduts Import Export One Member Company Limited ,Seafood Processing Plant Standard,3,Plant,Shrimp,4,Vietnam,Ngo Bros. Seaproduts Import Export One Member Company Limited ,Ngo Bros. Seaproduts Import Export One Member Company Limited ,9.18645,105.2054056,9/19/17,TBD,826,,,SGS Vietnam,Bui Quang,7,2,0,,,,,
P10430,PT. Surya Adikumala Abadi ,Seafood Processing Plant Standard,3,Plant,Shrimp,3,Indonesia,PT. Surya Adikumala Abadi ,PT. Surya Adikumala Abadi ,-8.071027778,114.4218889,10/14/17,TBD,450,,,SGS India Pvt. Ltd.,Mayuresh Apte,6,0,0,,,,,
P10433,Salmones Aucar Ltda.,Seafood Processing Plant Standard,3,Plant,Mussels,2,Chile,Salmones Aucar Ltda.,Salmones Aucar Ltda.,-42.167337,-73.483915,4/20/17,TBD,9549.8,,,NSF International,James Daniels ,1,2,0,,,,,
P10434,Suryamitra Exim Pvt. Ltd. ,Seafood Processing Plant Standard,3,Plant,Shrimp,4,India,Suryamitra Exim Pvt. Ltd.,Suryamitra Exim Pvt. Ltd.,16.48266222,81.5194027,10/24/17,TBD,2100,,,NSF International,Amar Garapati,9,3,0,,,,,
P10436,Gallant Dachan Seafood Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,2,Vietnam,Gallant Dachan Seafood Co. Ltd.,Gallant Dachan Seafood Co. Ltd.,15.116908,108.768165,10/31/17,TBD,1685,,,NSF International,Son Nguyen,4,3,0,,,,,
P10437,Moaming Hongye Aquatic Products Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,2,China,Moaming Hongye Aquatic Products Co. Ltd.,Moaming Hongye Aquatic Products Co. Ltd.,21.649026,110.5569919,10/13/17,TBD,2503.5,,,NSF International,Yaddo Chen,9,1,0,,,,,
P10439,National Aquaculture Group,Seafood Processing Plant Standard,3,Plant,Shrimp/Barramundi,4,Saudi Arabia,NAQUA,NAQUA,20.31056389,40.04281944,11/21/17,TBD,2402,,,Global Trust,Ralph Parkman,4,0,0,,,,,
P10440,Castlerock Fisheries Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,3,India,Castlerock Fisheries Pvt. Ltd.,Castlerock Fisheries Pvt. Ltd.,19.08039444,73.14153056,2/15/18,TBD,977,,,SGS India Pvt. Ltd.,Mayuresh Apte,8,0,0,,,,,
P10441,PT. Suri Tani Pemuka Cirebon Plant,Seafood Processing Plant Standard,3,Plant,Shrimp/Tilapia,1,Indonesia,PT. Suri Tani Pemuka,PT. Suri Tani Pemuka,-6.752749884,108.591099,12/5/17,TBD,1169.037,,,SGS Indonesia,Syamsul Arifin,11,4,0,,,,,
P10442,PT. Mitra Kartika Sejati,Seafood Processing Plant Standard,3,Plant,Shrimp,1,Indonesia,PT. Mitra Kartika Sejati,PT. Mitra Kartika Sejati,-5.108951764,119.5014241,6/10/17,TBD,1500,,,NSF International,Mohan Varadhan,15,0,0,,,,,
P10443,Gallant Ocean Vietnam Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,2,Vietnam,Gallant Ocean Vietnam Co. Ltd.,Gallant Ocean Vietnam Co. Ltd.,12.15171944,109.0671833,11/28/17,TBD,1811.659,,,Bureau Veritas Certification Vietnam,Huynh Thien Khiem,11,1,0,,,,,
P10446,Guangdong Shunxin Sea Fishery Group Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,2,China,Guangdong Shunxin Sea Fishery Group Co. Ltd.,Guangdong Shunxin Sea Fishery Group Co. Ltd.,21.77944505,111.5768592,12/18/16,TBD,3367.625,,,NSF International,Yaddo Chen,14,1,0,,,,,
P10447,Pescados Frescos de Colombia S.A.,Seafood Processing Plant Standard,3,Plant,Rainbow Trout,2,Colombia,Pescados Frescos de Colombia,Pescados Frescos de Colombia,4.733055556,-75.57555556,9/9/17,TBD,679.1,,,Global Trust,Conrad Powell,1,0,0,,,,,
P10449,Vietnam Clean Seafood Corp.,Seafood Processing Plant Standard,3,Plant,Shrimp,4,Vietnam,Vietnam Clean Seafood Corp.,Vietnam Clean Seafood Corp.,9.640641469,105.9543818,1/14/18,TBD,1126,,,Bureau Veritas Certification Vietnam,Huynh Thien Khiem,6,0,0,,,,,
P10450,Usha Seafoods,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Usha Seafoods,Usha Seafoods,16.996187,82.222189,12/18/17,TBD,1100,,,NSF International,Amar Garapati,7,2,0,,,,,
P10451,Minh Phu Giang Seafood Corp.,Seafood Processing Plant Standard,3,Plant,Shrimp/Tilapia,4,Vietnam,Minh Phu Giang Seafood Corp.,Minh Phu Giang Seafood Corp.,9.157527778,105.1539694,1/15/17,TBD,,,,SGS Vietnam,Bui Quang,6,1,0,,,,,
P10455,Munnangi Seafoods Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Munnangi Seafoods Pvt. Ltd.,Munnangi Seafoods Pvt. Ltd.,15.314846,80.004027,6/4/17,TBD,1505.69,,,NSF International,Srinivasarao Vajjiparti,5,0,0,,,,,
P10457,Blue Shell S.A.,Seafood Processing Plant Standard,3,Plant,Mussels,2,Chile,Blue Shell S.A.,Mascato S.A.,-42.36969,-73.63419,4/1/17,TBD,9786.788,,,Global Trust,Conrad Powell,0,0,0,,,,,
P10458,PT. Wirontono Baru,Seafood Processing Plant Standard,3,Plant,Shrimp,3,Indonesia,PT. Wirontono Baru,PT. Wirontono Baru,-6.125554243,106.8171154,1/29/18,TBD,2093.65,,,SGS Indonesia,Syamsul Arifin,18,3,0,,,,,
P10459,S.A. Export Kolkata,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,S.A. Exports,S.A. Exports,22.62751823,88.5253968,2/7/18,TBD,1443.6,,,SGS India Pvt. Ltd.,Mujibar Rahaman,7,1,0,,,,,
P10460,Premier Marine Products Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Premier Marine Products Pvt. Ltd.,Premier Marine Products Pvt. Ltd.,9.853167514,76.30846839,5/14/17,TBD,850,,,SGS India Pvt. Ltd.,Mayuresh Apte,9,1,0,,,,,
P10462,BMR Industries Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,3,India,BMR Industries Pvt. Ltd.,BMR Industries Pvt. Ltd.,14.69918,79.970504,4/24/17,TBD,1938,,,SGS India Pvt. Ltd.,Mujibar Rahaman,6,1,0,,,,,
P10463,IFB Agro Industries Marine,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,IFB Agro Industries Marine,IFB Agro Industries Marine,22.5166542,88.40454719,3/20/18,TBD,1407.3,,,NSF International,Mohan Varadhan,8,0,0,,,,,
P10464,Trout Co. S.A.S.,Seafood Processing Plant Standard,3,Plant,Rainbow Trout,2,Colombia,Trout Co. S.A.S.,Trout Co. S.A.S.,5.138769,-73.690816,7/22/17,TBD,358.24,,,Global Trust,Conrad Powell,0,1,0,,,,,
P10465,Piscifartoria El Diviso,Seafood Processing Plant Standard,3,Plant,Rainbow Trout,2,Colombia,Piscifartoria El Diviso,Piscifartoria El Diviso,2.438369444,-76.46736944,9/16/17,TBD,409,,,Global Trust,Ralph Parkman,8,2,0,,,,,
P10466,C.I. Piscicola Botero S.A.,Seafood Processing Plant Standard,3,Plant,Tilapia,3,Colombia,C.I. Piscicola Botero S.A.,C.I. Piscicola Botero S.A.,2.583150683,-75.44476737,6/30/17,TBD,8500,,,NSF International,Arnaldo Cintron,9,1,0,,,,,
P10467,Kim Anh Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,Vietnam,Kim Anh Co. Ltd.,Kim Anh Co. Ltd.,9.604808904,105.9603534,4/28/17,TBD,776,,,SGS India Pvt. Ltd.,Bui Quang,7,1,0,,,,,
P10468,Guangdong Universal Aquatic Food Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,China,Guangdong Universal Aquatic Food Co. Ltd.,Guangdong Universal Aquatic Food Co. Ltd.,21.53473523,110.6052022,4/20/17,TBD,4102.45,,,Global Trust,Shibiao Wang,16,3,0,,,,,
P10469,Paraiso Springs Aquaculture Guatemala v Cia. Ltda.,Seafood Processing Plant Standard,3,Plant,Tilapia,4,Guatemala,Paraiso Springs Aquaculture Guatemala v Cia. Ltda.,Paraiso Springs Aquaculture Guatemala v Cia. Ltda.,15.95878333,-89.26478333,6/4/17,TBD,,,,Global Trust,R C Ewing ,11,0,0,,,,,
P10470,Invermar S.A.,Seafood Processing Plant Standard,3,Plant,Salmon,3,Chile,Invermar S.A.,Invermar S.A.,-42.46761208,-73.76566161,2/4/17,TBD,25000,,,NSF International,Arnaldo Cintron,13,2,0,,,,,
